game_id,game_date,game_time_utc,game_date_est,game_code,arena_name,arena_city,arena_state,home_team,away_team,home_score_sched,away_score_sched,espn_event_id,espn_game_name,espn_start,odds_provider_id,odds_provider_name,market_details,market_over_under_current,market_spread_current,market_home_ml_current,market_away_ml_current,market_home_spread_close,market_away_spread_close,market_home_spread_open,market_away_spread_open,market_total_close,market_total_open,market_total_current,market_home_ml_close,market_away_ml_close,market_home_implied_prob_close_raw,market_away_implied_prob_close_raw,market_home_implied_prob_close,market_away_implied_prob_close
0022500221,11/12/2025 00:00:00,2025-11-13 01:30:00+00:00,20251112,20251112/PHXDAL,American Airlines Center,Dallas,TX,DAL,PHX,114,123,401810076,Phoenix Suns at Dallas Mavericks,2025-11-13T01:30Z,58,ESPN BET,PHX -1.5,227.5,1.5,110.0,-130.0,1.5,-1.5,-1.5,1.5,227.5,227.5,227.5,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.4572564612326044,0.5427435387673957
0022500222,11/12/2025 00:00:00,2025-11-13 02:30:00+00:00,20251112,20251112/LALOKC,Paycom Center,Oklahoma City,OK,OKC,LAL,121,92,401810077,Los Angeles Lakers at Oklahoma City Thunder,2025-11-13T02:47Z,58,ESPN BET,OKC -8.5,229.5,-8.5,-320.0,260.0,-8.5,8.5,-7.5,7.5,229.5,228.5,229.5,-320.0,260.0,0.7619047619047619,0.2777777777777778,0.7328244274809161,0.267175572519084
0022500223,11/12/2025 00:00:00,2025-11-13 03:00:00+00:00,20251112,20251112/ATLSAC,Golden 1 Center,Sacramento,CA,SAC,ATL,100,133,401810078,Atlanta Hawks at Sacramento Kings,2025-11-13T03:00Z,58,ESPN BET,ATL -4.5,229.5,4.5,150.0,-175.0,4.5,-4.5,3.5,-3.5,229.5,233.5,229.5,150.0,-175.0,0.4,0.6363636363636364,0.3859649122807018,0.6140350877192983
0022500224,11/12/2025 00:00:00,2025-11-13 03:30:00+00:00,20251112,20251112/DENLAC,Intuit Dome,Inglewood,CA,LAC,DEN,116,130,401810079,Denver Nuggets at LA Clippers,2025-11-13T03:30Z,58,ESPN BET,DEN -4.5,223.5,4.5,165.0,-195.0,4.5,-4.5,2.5,-2.5,223.5,225.5,223.5,165.0,-195.0,0.37735849056603776,0.6610169491525424,0.36341238065906994,0.6365876193409301
0022500225,11/13/2025 00:00:00,2025-11-14 00:00:00+00:00,20251113,20251113/TORCLE,Rocket Arena,Cleveland,OH,CLE,TOR,113,126,401810080,Toronto Raptors at Cleveland Cavaliers,2025-11-14T00:00Z,58,ESPN BET,CLE -7.5,237.5,-7.5,-250.0,210.0,-7.5,7.5,-7.5,7.5,237.5,239.5,237.5,-250.0,210.0,0.7142857142857143,0.3225806451612903,0.6888888888888889,0.31111111111111106
0022500226,11/13/2025 00:00:00,2025-11-14 02:00:00+00:00,20251113,20251113/INDPHX,Mortgage Matchup Center,Phoenix,AZ,PHX,IND,133,98,401810081,Indiana Pacers at Phoenix Suns,2025-11-14T02:00Z,58,ESPN BET,PHX -3.5,233.5,-3.5,-170.0,145.0,-3.5,3.5,-5.5,5.5,233.5,229.5,233.5,-170.0,145.0,0.6296296296296297,0.40816326530612246,0.6067006554989074,0.39329934450109244
0022500227,11/13/2025 00:00:00,2025-11-14 02:00:00+00:00,20251113,20251113/ATLUTA,Delta Center,Salt Lake City,UT,UTA,ATL,122,132,401810082,Atlanta Hawks at Utah Jazz,2025-11-14T02:00Z,58,ESPN BET,ATL -1.5,234.5,1.5,110.0,-130.0,1.5,-1.5,1.5,-1.5,234.5,233.5,234.5,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.4572564612326044,0.5427435387673957
0022500039,11/14/2025 00:00:00,2025-11-15 00:00:00+00:00,20251114,20251114/MIANYK,Madison Square Garden,New York,NY,NYK,MIA,140,132,401809781,Miami Heat at New York Knicks,2025-11-15T00:00Z,58,ESPN BET,NY -6.5,240.5,-6.5,-240.0,200.0,-6.5,6.5,-4.5,4.5,240.5,235.5,240.5,-240.0,200.0,0.7058823529411765,0.3333333333333333,0.6792452830188679,0.32075471698113206
0022500040,11/14/2025 00:00:00,2025-11-15 00:00:00+00:00,20251114,20251114/BKNORL,Kia Center,Orlando,FL,ORL,BKN,105,98,401809782,Brooklyn Nets at Orlando Magic,2025-11-15T00:00Z,58,ESPN BET,ORL -14.5,224.5,-14.5,-1000.0,600.0,-14.5,14.5,-14.5,14.5,224.5,227.5,224.5,-1000.0,600.0,0.9090909090909091,0.14285714285714285,0.8641975308641975,0.13580246913580246
0022500041,11/14/2025 00:00:00,2025-11-15 00:30:00+00:00,20251114,20251114/PHIDET,Little Caesars Arena,Detroit,MI,DET,PHI,114,105,401809783,Philadelphia 76ers at Detroit Pistons,2025-11-15T00:30Z,58,ESPN BET,DET -1.5,229.5,-1.5,-120.0,100.0,-1.5,1.5,-6.5,6.5,229.5,232.5,229.5,-120.0,,0.5454545454545454,0.5,0.5217391304347826,0.4782608695652174
0022500042,11/14/2025 00:00:00,2025-11-15 01:00:00+00:00,20251114,20251114/PORHOU,Toyota Center,Houston,TX,HOU,POR,140,116,401809784,Portland Trail Blazers at Houston Rockets,2025-11-15T01:00Z,58,ESPN BET,HOU -7.5,236.5,-7.5,-300.0,250.0,-7.5,7.5,-8.5,8.5,236.5,235.5,236.5,-300.0,250.0,0.75,0.2857142857142857,0.7241379310344829,0.27586206896551724
0022500043,11/14/2025 00:00:00,2025-11-15 01:00:00+00:00,20251114,20251114/CHAMIL,Fiserv Forum,Milwaukee,WI,MIL,CHA,147,134,401809785,Charlotte Hornets at Milwaukee Bucks,2025-11-15T01:00Z,58,ESPN BET,MIL -9.5,238.5,-9.5,-400.0,300.0,-9.5,9.5,-10.5,10.5,238.5,238.5,238.5,-400.0,300.0,0.8,0.25,0.7619047619047619,0.23809523809523808
0022500044,11/14/2025 00:00:00,2025-11-15 01:00:00+00:00,20251114,20251114/SACMIN,Target Center,Minneapolis,MN,MIN,SAC,124,110,401809786,Sacramento Kings at Minnesota Timberwolves,2025-11-15T01:00Z,58,ESPN BET,MIN -11.5,240.5,-11.5,-700.0,450.0,-11.5,11.5,-12.5,12.5,240.5,240.5,240.5,-700.0,450.0,0.875,0.18181818181818182,0.8279569892473118,0.17204301075268816
0022500045,11/14/2025 00:00:00,2025-11-15 01:00:00+00:00,20251114,20251114/LALNOP,Smoothie King Center,New Orleans,LA,NOP,LAL,104,118,401809787,Los Angeles Lakers at New Orleans Pelicans,2025-11-15T01:00Z,58,ESPN BET,LAL -9.5,227.5,9.5,360.0,-500.0,9.5,-9.5,10.5,-10.5,227.5,229.5,227.5,360.0,-500.0,0.21739130434782608,0.8333333333333334,0.20689655172413793,0.7931034482758621
0022500046,11/14/2025 00:00:00,2025-11-15 01:30:00+00:00,20251114,20251114/LACDAL,American Airlines Center,Dallas,TX,DAL,LAC,127,133,401809788,LA Clippers at Dallas Mavericks,2025-11-15T01:30Z,58,ESPN BET,LAC -3.5,220.5,3.5,145.0,-170.0,3.5,-3.5,4.5,-4.5,220.5,218.5,220.5,145.0,-170.0,0.40816326530612246,0.6296296296296297,0.39329934450109244,0.6067006554989074
0022500047,11/14/2025 00:00:00,2025-11-15 02:30:00+00:00,20251114,20251114/GSWSAS,Frost Bank Center,San Antonio,TX,SAS,GSW,108,109,401809789,Golden State Warriors at San Antonio Spurs,2025-11-15T02:30Z,58,ESPN BET,SA -2.5,233.5,-2.5,-140.0,120.0,-2.5,2.5,-2.5,2.5,233.5,234.5,233.5,-140.0,120.0,0.5833333333333334,0.45454545454545453,0.562043795620438,0.43795620437956206
0022500228,11/15/2025 00:00:00,2025-11-15 22:00:00+00:00,20251115,20251115/MEMCLE,Rocket Arena,Cleveland,OH,CLE,MEM,108,100,401810083,Memphis Grizzlies at Cleveland Cavaliers,2025-11-15T22:00Z,58,ESPN BET,CLE -10.5,241.5,-10.5,-550.0,380.0,-10.5,10.5,-10.5,10.5,241.5,237.5,241.5,-550.0,380.0,0.8461538461538461,0.20833333333333334,0.8024316109422492,0.19756838905775076
0022500229,11/15/2025 00:00:00,2025-11-16 00:00:00+00:00,20251115,20251115/OKCCHA,Spectrum Center,Charlotte,NC,CHA,OKC,96,109,401810084,Oklahoma City Thunder at Charlotte Hornets,2025-11-16T00:00Z,58,ESPN BET,OKC -17.5,224.5,17.5,1100.0,-2500.0,17.5,-17.5,16.5,-16.5,224.5,229.5,224.5,1100.0,-2500.0,0.08333333333333333,0.9615384615384616,0.07975460122699386,0.9202453987730062
0022500230,11/15/2025 00:00:00,2025-11-16 00:00:00+00:00,20251115,20251115/TORIND,Gainbridge Fieldhouse,Indianapolis,IN,IND,TOR,111,129,401810085,Toronto Raptors at Indiana Pacers,2025-11-16T00:00Z,58,ESPN BET,TOR -6.5,235.5,6.5,200.0,-240.0,6.5,-6.5,5.5,-5.5,235.5,230.5,235.5,200.0,-240.0,0.3333333333333333,0.7058823529411765,0.32075471698113206,0.6792452830188679
0022500231,11/15/2025 00:00:00,2025-11-16 01:00:00+00:00,20251115,20251115/LALMIL,Fiserv Forum,Milwaukee,WI,MIL,LAL,95,119,401810086,Los Angeles Lakers at Milwaukee Bucks,2025-11-16T01:00Z,58,ESPN BET,MIL -1.5,229.5,-1.5,-125.0,105.0,-1.5,1.5,-1.5,1.5,229.5,232.5,229.5,-125.0,105.0,0.5555555555555556,0.4878048780487805,0.5324675324675325,0.4675324675324675
0022500232,11/15/2025 00:00:00,2025-11-16 01:00:00+00:00,20251115,20251115/DENMIN,Target Center,Minneapolis,MN,MIN,DEN,112,123,401810087,Denver Nuggets at Minnesota Timberwolves,2025-11-16T01:00Z,58,ESPN BET,DEN -1.5,237.5,1.5,100.0,-120.0,1.5,-1.5,-1.5,1.5,237.5,233.5,237.5,,-120.0,0.5,0.5454545454545454,0.4782608695652174,0.5217391304347826
0022500233,11/16/2025 00:00:00,2025-11-16 20:30:00+00:00,20251116,20251116/LACBOS,TD Garden,Boston,MA,BOS,LAC,121,118,401810088,LA Clippers at Boston Celtics,2025-11-16T20:30Z,58,ESPN BET,BOS -5.5,218.5,-5.5,-215.0,180.0,-5.5,5.5,-4.5,4.5,218.5,220.5,218.5,-215.0,180.0,0.6825396825396826,0.35714285714285715,0.6564885496183206,0.34351145038167935
0022500234,11/16/2025 00:00:00,2025-11-16 21:00:00+00:00,20251116,20251116/SACSAS,Frost Bank Center,San Antonio,TX,SAS,SAC,123,110,401810089,Sacramento Kings at San Antonio Spurs,2025-11-16T21:00Z,58,ESPN BET,SA -6.5,243.5,-6.5,-240.0,200.0,-6.5,6.5,-6.5,6.5,243.5,237.5,243.5,-240.0,200.0,0.7058823529411765,0.3333333333333333,0.6792452830188679,0.32075471698113206
0022500235,11/16/2025 00:00:00,2025-11-16 23:00:00+00:00,20251116,20251116/BKNWAS,Capital One Arena,Washington,DC,WAS,BKN,106,129,401810090,Brooklyn Nets at Washington Wizards,2025-11-16T23:00Z,58,ESPN BET,WSH -2.5,231.5,-2.5,-135.0,115.0,-2.5,2.5,-3.5,3.5,231.5,232.5,231.5,-135.0,115.0,0.574468085106383,0.46511627906976744,0.552594002855783,0.447405997144217
0022500236,11/16/2025 00:00:00,2025-11-17 00:00:00+00:00,20251116,20251116/ORLHOU,Toyota Center,Houston,TX,HOU,ORL,117,113,401810091,Orlando Magic at Houston Rockets,2025-11-17T00:00Z,58,ESPN BET,HOU -7.5,223.5,-7.5,-300.0,250.0,-7.5,7.5,-8.5,8.5,223.5,229.5,223.5,-300.0,250.0,0.75,0.2857142857142857,0.7241379310344829,0.27586206896551724
0022500237,11/16/2025 00:00:00,2025-11-17 00:00:00+00:00,20251116,20251116/GSWNOP,Smoothie King Center,New Orleans,LA,NOP,GSW,106,124,401810092,Golden State Warriors at New Orleans Pelicans,2025-11-17T00:00Z,58,ESPN BET,GS -11.5,226.5,11.5,380.0,-550.0,11.5,-11.5,10.5,-10.5,226.5,228.5,226.5,380.0,-550.0,0.20833333333333334,0.8461538461538461,0.19756838905775076,0.8024316109422492
0022500238,11/16/2025 00:00:00,2025-11-17 00:30:00+00:00,20251116,20251116/PORDAL,American Airlines Center,Dallas,TX,DAL,POR,138,133,401810093,Portland Trail Blazers at Dallas Mavericks,2025-11-17T00:30Z,58,ESPN BET,POR -2.5,236.5,2.5,130.0,-150.0,2.5,-2.5,4.5,-4.5,236.5,229.5,236.5,130.0,-150.0,0.43478260869565216,0.6,0.42016806722689076,0.5798319327731092
0022500239,11/16/2025 00:00:00,2025-11-17 01:00:00+00:00,20251116,20251116/ATLPHX,Mortgage Matchup Center,Phoenix,AZ,PHX,ATL,122,124,401810094,Atlanta Hawks at Phoenix Suns,2025-11-17T01:00Z,58,ESPN BET,PHX -1.5,226.5,-1.5,-120.0,100.0,-1.5,1.5,1.5,-1.5,226.5,231.5,226.5,-120.0,,0.5454545454545454,0.5,0.5217391304347826,0.4782608695652174
0022500240,11/16/2025 00:00:00,2025-11-17 01:00:00+00:00,20251116,20251116/CHIUTA,Delta Center,Salt Lake City,UT,UTA,CHI,150,147,401810095,Chicago Bulls at Utah Jazz,2025-11-17T01:00Z,58,ESPN BET,CHI -4.5,245.5,4.5,165.0,-195.0,4.5,-4.5,4.5,-4.5,245.5,241.5,245.5,165.0,-195.0,0.37735849056603776,0.6610169491525424,0.36341238065906994,0.6365876193409301
0022500241,11/17/2025 00:00:00,2025-11-18 00:00:00+00:00,20251117,20251117/MILCLE,Rocket Arena,Cleveland,OH,CLE,MIL,118,106,401810096,Milwaukee Bucks at Cleveland Cavaliers,2025-11-18T00:00Z,58,ESPN BET,CLE -5.5,235.5,-5.5,-240.0,200.0,-5.5,5.5,-6.5,6.5,235.5,236.5,235.5,-240.0,200.0,0.7058823529411765,0.3333333333333333,0.6792452830188679,0.32075471698113206
0022500242,11/17/2025 00:00:00,2025-11-18 00:00:00+00:00,20251117,20251117/INDDET,Little Caesars Arena,Detroit,MI,DET,IND,127,112,401810097,Indiana Pacers at Detroit Pistons,2025-11-18T00:00Z,58,ESPN BET,DET -8.5,230.5,-8.5,-340.0,270.0,-8.5,8.5,-8.5,8.5,230.5,227.5,230.5,-340.0,270.0,0.7727272727272727,0.2702702702702703,0.740871613663133,0.2591283863368669
0022500243,11/17/2025 00:00:00,2025-11-18 00:00:00+00:00,20251117,20251117/LACPHI,Xfinity Mobile Arena,Philadelphia,PA,PHI,LAC,110,108,401810098,LA Clippers at Philadelphia 76ers,2025-11-18T00:00Z,58,ESPN BET,PHI -5.5,222.5,-5.5,-200.0,170.0,-5.5,5.5,-4.5,4.5,222.5,221.5,222.5,-200.0,170.0,0.6666666666666666,0.37037037037037035,0.6428571428571429,0.35714285714285715
0022500244,11/17/2025 00:00:00,2025-11-18 00:30:00+00:00,20251117,20251117/NYKMIA,Kaseya Center,Miami,FL,MIA,NYK,115,113,401810099,New York Knicks at Miami Heat,2025-11-18T00:30Z,58,ESPN BET,MIA -1.5,244.5,-1.5,-110.0,-110.0,-1.5,1.5,-1.5,1.5,244.5,241.5,244.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.5,0.5
0022500245,11/17/2025 00:00:00,2025-11-18 00:30:00+00:00,20251117,20251117/CHATOR,Scotiabank Arena,Toronto,ON,TOR,CHA,110,108,401810100,Charlotte Hornets at Toronto Raptors,2025-11-18T00:30Z,58,ESPN BET,TOR -7.5,240.5,-7.5,-320.0,260.0,-7.5,7.5,-7.5,7.5,240.5,239.5,240.5,-320.0,260.0,0.7619047619047619,0.2777777777777778,0.7328244274809161,0.267175572519084
0022500246,11/17/2025 00:00:00,2025-11-18 01:00:00+00:00,20251117,20251117/DALMIN,Target Center,Minneapolis,MN,MIN,DAL,120,96,401810101,Dallas Mavericks at Minnesota Timberwolves,2025-11-18T01:00Z,58,ESPN BET,MIN -13.5,232.5,-13.5,-900.0,550.0,-13.5,13.5,-12.5,12.5,232.5,227.5,232.5,-900.0,550.0,0.9,0.15384615384615385,0.8540145985401459,0.14598540145985403
0022500247,11/17/2025 00:00:00,2025-11-18 01:00:00+00:00,20251117,20251117/OKCNOP,Smoothie King Center,New Orleans,LA,NOP,OKC,109,126,401810102,Oklahoma City Thunder at New Orleans Pelicans,2025-11-18T01:00Z,58,ESPN BET,OKC -18.5,223.5,18.5,1300.0,-4000.0,18.5,-18.5,17.5,-17.5,223.5,225.5,223.5,1300.0,-4000.0,0.07142857142857142,0.975609756097561,0.06821963394342762,0.9317803660565724
0022500248,11/17/2025 00:00:00,2025-11-18 02:00:00+00:00,20251117,20251117/CHIDEN,Ball Arena,Denver,CO,DEN,CHI,127,130,401810103,Chicago Bulls at Denver Nuggets,2025-11-18T02:00Z,58,ESPN BET,DEN -12.5,241.5,-12.5,-750.0,475.0,-12.5,12.5,-10.5,10.5,241.5,242.5,241.5,-750.0,475.0,0.8823529411764706,0.17391304347826086,0.8353510895883778,0.1646489104116223
0022500249,11/18/2025 00:00:00,2025-11-19 00:00:00+00:00,20251118,20251118/GSWORL,Kia Center,Orlando,FL,ORL,GSW,121,113,401810104,Golden State Warriors at Orlando Magic,2025-11-19T00:00Z,58,ESPN BET,GS -2.5,223.5,2.5,115.0,-135.0,2.5,-2.5,2.5,-2.5,223.5,224.5,223.5,115.0,-135.0,0.46511627906976744,0.574468085106383,0.447405997144217,0.552594002855783
0022500250,11/18/2025 00:00:00,2025-11-19 00:30:00+00:00,20251118,20251118/BOSBKN,Barclays Center,Brooklyn,NY,BKN,BOS,99,113,401810105,Boston Celtics at Brooklyn Nets,2025-11-19T00:30Z,58,ESPN BET,BOS -11.5,222.5,11.5,425.0,-650.0,11.5,-11.5,10.5,-10.5,222.5,225.5,222.5,425.0,-650.0,0.19047619047619047,0.8666666666666667,0.18018018018018017,0.8198198198198199
0022500251,11/18/2025 00:00:00,2025-11-19 00:30:00+00:00,20251118,20251118/DETATL,State Farm Arena,Atlanta,GA,ATL,DET,112,120,401810106,Detroit Pistons at Atlanta Hawks,2025-11-19T00:30Z,58,ESPN BET,DET -1.5,226.5,1.5,100.0,-120.0,1.5,-1.5,-1.5,1.5,226.5,229.5,226.5,,-120.0,0.5,0.5454545454545454,0.4782608695652174,0.5217391304347826
0022500252,11/18/2025 00:00:00,2025-11-19 01:00:00+00:00,20251118,20251118/MEMSAS,Frost Bank Center,San Antonio,TX,SAS,MEM,111,101,401810107,Memphis Grizzlies at San Antonio Spurs,2025-11-19T01:00Z,58,ESPN BET,SA -6.5,234.5,-6.5,-240.0,200.0,-6.5,6.5,-5.5,5.5,234.5,234.5,234.5,-240.0,200.0,0.7058823529411765,0.3333333333333333,0.6792452830188679,0.32075471698113206
0022500253,11/18/2025 00:00:00,2025-11-19 03:30:00+00:00,20251118,20251118/UTALAL,Crypto.com Arena,Los Angeles,CA,LAL,UTA,140,126,401810108,Utah Jazz at Los Angeles Lakers,2025-11-19T03:30Z,58,ESPN BET,LAL -13.5,240.5,-13.5,-800.0,500.0,-13.5,13.5,-12.5,12.5,240.5,235.5,240.5,-800.0,500.0,0.8888888888888888,0.16666666666666666,0.8421052631578947,0.15789473684210525
0022500254,11/18/2025 00:00:00,2025-11-19 04:00:00+00:00,20251118,20251118/PHXPOR,Moda Center,Portland,OR,POR,PHX,110,127,401810109,Phoenix Suns at Portland Trail Blazers,2025-11-19T04:00Z,58,ESPN BET,POR -2.5,235.5,-2.5,-125.0,105.0,-2.5,2.5,-4.5,4.5,235.5,236.5,235.5,-125.0,105.0,0.5555555555555556,0.4878048780487805,0.5324675324675325,0.4675324675324675
0022500255,11/19/2025 00:00:00,2025-11-20 00:00:00+00:00,20251119,20251119/HOUCLE,Rocket Arena,Cleveland,OH,CLE,HOU,104,114,401810110,Houston Rockets at Cleveland Cavaliers,2025-11-20T00:00Z,58,ESPN BET,HOU -1.5,232.5,1.5,105.0,-125.0,1.5,-1.5,-1.5,1.5,232.5,231.5,232.5,105.0,-125.0,0.4878048780487805,0.5555555555555556,0.4675324675324675,0.5324675324675325
0022500256,11/19/2025 00:00:00,2025-11-20 00:00:00+00:00,20251119,20251119/CHAIND,Gainbridge Fieldhouse,Indianapolis,IN,IND,CHA,127,118,401810111,Charlotte Hornets at Indiana Pacers,2025-11-20T00:00Z,58,ESPN BET,CHA -1.5,237.5,1.5,110.0,-130.0,1.5,-1.5,-1.5,1.5,237.5,235.5,237.5,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.4572564612326044,0.5427435387673957
0022500258,11/19/2025 00:00:00,2025-11-20 00:00:00+00:00,20251119,20251119/TORPHI,Xfinity Mobile Arena,Philadelphia,PA,PHI,TOR,112,121,401810113,Toronto Raptors at Philadelphia 76ers,2025-11-20T00:00Z,58,ESPN BET,TOR -2.5,233.5,2.5,125.0,-145.0,2.5,-2.5,-1.5,1.5,233.5,236.5,233.5,125.0,-145.0,0.4444444444444444,0.5918367346938775,0.42888402625820565,0.5711159737417943
0022500257,11/19/2025 00:00:00,2025-11-20 00:30:00+00:00,20251119,20251119/GSWMIA,Kaseya Center,Miami,FL,MIA,GSW,110,96,401810112,Golden State Warriors at Miami Heat,2025-11-20T00:30Z,58,ESPN BET,MIA -10.5,234.5,-10.5,-450.0,340.0,-10.5,10.5,-6.5,6.5,234.5,230.5,234.5,-450.0,340.0,0.8181818181818182,0.22727272727272727,0.782608695652174,0.21739130434782608
0022500259,11/19/2025 00:00:00,2025-11-20 01:00:00+00:00,20251119,20251119/WASMIN,Target Center,Minneapolis,MN,MIN,WAS,120,109,401810114,Washington Wizards at Minnesota Timberwolves,2025-11-20T01:00Z,58,ESPN BET,MIN -16.5,240.5,-16.5,-2000.0,1000.0,-16.5,16.5,-15.5,15.5,240.5,236.5,240.5,-2000.0,1000.0,0.9523809523809523,0.09090909090909091,0.9128630705394192,0.08713692946058092
0022500260,11/19/2025 00:00:00,2025-11-20 01:00:00+00:00,20251119,20251119/DENNOP,Smoothie King Center,New Orleans,LA,NOP,DEN,118,125,401810115,Denver Nuggets at New Orleans Pelicans,2025-11-20T01:00Z,58,ESPN BET,DEN -10.5,234.5,10.5,400.0,-600.0,10.5,-10.5,13.5,-13.5,234.5,232.5,234.5,400.0,-600.0,0.2,0.8571428571428571,0.1891891891891892,0.8108108108108107
0022500261,11/19/2025 00:00:00,2025-11-20 01:00:00+00:00,20251119,20251119/SACOKC,Paycom Center,Oklahoma City,OK,OKC,SAC,113,99,401810116,Sacramento Kings at Oklahoma City Thunder,2025-11-20T01:00Z,58,ESPN BET,OKC -18.5,231.5,-18.5,-4000.0,1300.0,-18.5,18.5,-18.5,18.5,231.5,230.5,231.5,-4000.0,1300.0,0.975609756097561,0.07142857142857142,0.9317803660565724,0.06821963394342762
0022500262,11/19/2025 00:00:00,2025-11-20 02:30:00+00:00,20251119,20251119/NYKDAL,American Airlines Center,Dallas,TX,DAL,NYK,111,113,401810117,New York Knicks at Dallas Mavericks,2025-11-20T02:30Z,58,ESPN BET,NY -8.5,233.5,8.5,290.0,-380.0,8.5,-8.5,4.5,-4.5,233.5,226.5,233.5,290.0,-380.0,0.2564102564102564,0.7916666666666666,0.24464831804281348,0.7553516819571866
0022500263,11/19/2025 00:00:00,2025-11-20 03:00:00+00:00,20251119,20251119/CHIPOR,Moda Center,Portland,OR,POR,CHI,121,122,401810118,Chicago Bulls at Portland Trail Blazers,2025-11-20T03:00Z,58,ESPN BET,CHI -3.5,244.5,3.5,140.0,-165.0,3.5,-3.5,2.5,-2.5,244.5,243.5,244.5,140.0,-165.0,0.4166666666666667,0.6226415094339622,0.40090771558245086,0.5990922844175491
0022500264,11/20/2025 00:00:00,2025-11-21 00:00:00+00:00,20251120,20251120/LACORL,Kia Center,Orlando,FL,ORL,LAC,129,101,401810119,LA Clippers at Orlando Magic,2025-11-21T00:00Z,58,ESPN BET,ORL -6.5,218.5,-6.5,-240.0,200.0,-6.5,6.5,-5.5,5.5,218.5,219.5,218.5,-240.0,200.0,0.7058823529411765,0.3333333333333333,0.6792452830188679,0.32075471698113206
0022500265,11/20/2025 00:00:00,2025-11-21 01:00:00+00:00,20251120,20251120/SACMEM,FedExForum,Memphis,TN,MEM,SAC,137,96,401810120,Sacramento Kings at Memphis Grizzlies,2025-11-21T01:00Z,58,ESPN BET,MEM -3.5,234.5,-3.5,-145.0,125.0,-3.5,3.5,-2.5,2.5,234.5,234.5,234.5,-145.0,125.0,0.5918367346938775,0.4444444444444444,0.5711159737417943,0.42888402625820565
0022500266,11/20/2025 00:00:00,2025-11-21 01:00:00+00:00,20251120,20251120/PHIMIL,Fiserv Forum,Milwaukee,WI,MIL,PHI,114,123,401810121,Philadelphia 76ers at Milwaukee Bucks,2025-11-21T01:00Z,58,ESPN BET,PHI -1.5,223.5,1.5,110.0,-130.0,1.5,-1.5,1.5,-1.5,223.5,229.5,223.5,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.4572564612326044,0.5427435387673957
0022500267,11/20/2025 00:00:00,2025-11-21 01:00:00+00:00,20251120,20251120/ATLSAS,Frost Bank Center,San Antonio,TX,SAS,ATL,135,126,401810122,Atlanta Hawks at San Antonio Spurs,2025-11-21T01:00Z,58,ESPN BET,ATL -1.5,233.5,1.5,-110.0,-110.0,1.5,-1.5,-1.5,1.5,233.5,230.5,233.5,-110.0,-110.0,0.5238095238095238,0.5238095238095238,0.5,0.5
0022500048,11/21/2025 00:00:00,2025-11-22 00:00:00+00:00,20251121,20251121/INDCLE,Rocket Arena,Cleveland,OH,CLE,IND,120,109,401809790,Indiana Pacers at Cleveland Cavaliers,2025-11-22T00:00Z,58,ESPN BET,CLE -13.5,242.5,-13.5,-900.0,550.0,-13.5,13.5,-14.5,14.5,242.5,237.5,242.5,-900.0,550.0,0.9,0.15384615384615385,0.8540145985401459,0.14598540145985403
0022500049,11/21/2025 00:00:00,2025-11-22 00:30:00+00:00,20251121,20251121/BKNBOS,TD Garden,Boston,MA,BOS,BKN,105,113,401809791,Brooklyn Nets at Boston Celtics,2025-11-22T00:30Z,58,ESPN BET,BOS -13.5,222.5,-13.5,-750.0,475.0,-13.5,13.5,-15.5,15.5,222.5,222.5,222.5,-750.0,475.0,0.8823529411764706,0.17391304347826086,0.8353510895883778,0.1646489104116223
0022500050,11/21/2025 00:00:00,2025-11-22 00:30:00+00:00,20251121,20251121/WASTOR,Scotiabank Arena,Toronto,ON,TOR,WAS,140,110,401809792,Washington Wizards at Toronto Raptors,2025-11-22T00:30Z,58,ESPN BET,TOR -14.5,239.5,-14.5,-1000.0,600.0,-14.5,14.5,-13.5,13.5,239.5,239.5,239.5,-1000.0,600.0,0.9090909090909091,0.14285714285714285,0.8641975308641975,0.13580246913580246
0022500051,11/21/2025 00:00:00,2025-11-22 01:00:00+00:00,20251121,20251121/MIACHI,United Center,Chicago,IL,CHI,MIA,107,143,401809793,Miami Heat at Chicago Bulls,2025-11-22T01:00Z,58,ESPN BET,CHI -2.5,250.5,-2.5,-135.0,115.0,-2.5,2.5,-2.5,2.5,250.5,248.5,250.5,-135.0,115.0,0.574468085106383,0.46511627906976744,0.552594002855783,0.447405997144217
0022500052,11/21/2025 00:00:00,2025-11-22 01:30:00+00:00,20251121,20251121/NOPDAL,American Airlines Center,Dallas,TX,DAL,NOP,118,115,401809794,New Orleans Pelicans at Dallas Mavericks,2025-11-22T01:30Z,58,ESPN BET,DAL -3.5,233.5,-3.5,-150.0,130.0,-3.5,3.5,-3.5,3.5,233.5,229.5,233.5,-150.0,130.0,0.6,0.43478260869565216,0.5798319327731092,0.42016806722689076
