game_id,game_date,game_time_utc,game_date_est,game_code,arena_name,arena_city,arena_state,home_team,away_team,home_score_sched,away_score_sched,espn_event_id,espn_game_name,espn_start,odds_provider_id,odds_provider_name,market_details,market_over_under_current,market_spread_current,market_home_ml_current,market_away_ml_current,market_home_spread_close,market_away_spread_close,market_home_spread_open,market_away_spread_open,market_total_close,market_total_open,market_total_current,market_home_ml_close,market_away_ml_close,market_home_implied_prob_close_raw,market_away_implied_prob_close_raw,market_home_implied_prob_close,market_away_implied_prob_close
0022500098,10/24/2025 00:00:00,2025-10-25 02:00:00+00:00,20251024,20251024/UTASAC,Golden 1 Center,Sacramento,CA,SAC,UTA,105,104,401809953,Utah Jazz at Sacramento Kings,2025-10-25T02:00Z,58,ESPN BET,SAC -6.5,235.5,-6.5,-225.0,190.0,-6.5,6.5,-3.5,3.5,235.5,232.5,235.5,-225.0,190.0,0.6923076923076923,0.3448275862068966,0.6675191815856777,0.33248081841432225
0022500099,10/24/2025 00:00:00,2025-10-25 02:30:00+00:00,20251024,20251024/PHXLAC,Intuit Dome,Inglewood,CA,LAC,PHX,129,102,401809954,Phoenix Suns at LA Clippers,2025-10-25T02:30Z,58,ESPN BET,LAC -10.5,223.5,-10.5,-450.0,340.0,-10.5,10.5,-9.5,9.5,223.5,228.5,223.5,-450.0,340.0,0.8181818181818182,0.22727272727272727,0.782608695652174,0.21739130434782608
0022500100,10/25/2025 00:00:00,2025-10-25 23:00:00+00:00,20251025,20251025/CHIORL,Kia Center,Orlando,FL,ORL,CHI,98,110,401809955,Chicago Bulls at Orlando Magic,2025-10-25T23:00Z,58,ESPN BET,ORL -6.5,233.5,-6.5,-240.0,200.0,-6.5,6.5,-5.5,5.5,233.5,231.5,233.5,-240.0,200.0,0.7058823529411765,0.3333333333333333,0.6792452830188679,0.32075471698113206
0022500101,10/25/2025 00:00:00,2025-10-25 23:30:00+00:00,20251025,20251025/OKCATL,State Farm Arena,Atlanta,GA,ATL,OKC,100,117,401809956,Oklahoma City Thunder at Atlanta Hawks,2025-10-25T23:30Z,58,ESPN BET,OKC -8.5,236.5,8.5,260.0,-320.0,8.5,-8.5,6.5,-6.5,236.5,235.5,236.5,260.0,-320.0,0.2777777777777778,0.7619047619047619,0.267175572519084,0.7328244274809161
0022500102,10/25/2025 00:00:00,2025-10-25 23:30:00+00:00,20251025,20251025/CHAPHI,Xfinity Mobile Arena,Philadelphia,PA,PHI,CHA,125,121,401809957,Charlotte Hornets at Philadelphia 76ers,2025-10-25T23:30Z,58,ESPN BET,PHI -4.5,237.5,-4.5,-190.0,160.0,-4.5,4.5,-6.5,6.5,237.5,232.5,237.5,-190.0,160.0,0.6551724137931034,0.38461538461538464,0.6301020408163266,0.3698979591836735
0022500103,10/25/2025 00:00:00,2025-10-26 00:00:00+00:00,20251025,20251025/INDMEM,FedExForum,Memphis,TN,MEM,IND,128,103,401809958,Indiana Pacers at Memphis Grizzlies,2025-10-26T00:00Z,58,ESPN BET,MEM -1.5,240.5,-1.5,-135.0,115.0,-1.5,1.5,2.5,-2.5,240.5,238.5,240.5,-135.0,115.0,0.574468085106383,0.46511627906976744,0.552594002855783,0.447405997144217
0022500104,10/25/2025 00:00:00,2025-10-26 01:00:00+00:00,20251025,20251025/PHXDEN,Ball Arena,Denver,CO,DEN,PHX,133,111,401809959,Phoenix Suns at Denver Nuggets,2025-10-26T01:00Z,58,ESPN BET,DEN -12.5,233.5,-12.5,-900.0,550.0,-12.5,12.5,-11.5,11.5,233.5,234.5,233.5,-900.0,550.0,0.9,0.15384615384615385,0.8540145985401459,0.14598540145985403
0022500105,10/26/2025 00:00:00,2025-10-26 18:00:00+00:00,20251026,20251026/BKNSAS,Frost Bank Center,San Antonio,TX,SAS,BKN,118,107,401809960,Brooklyn Nets at San Antonio Spurs,2025-10-26T18:00Z,58,ESPN BET,SA -10.5,227.5,-10.5,-550.0,380.0,-10.5,10.5,-11.5,11.5,227.5,227.5,227.5,-550.0,380.0,0.8461538461538461,0.20833333333333334,0.8024316109422492,0.19756838905775076
0022500106,10/26/2025 00:00:00,2025-10-26 19:30:00+00:00,20251026,20251026/BOSDET,Little Caesars Arena,Detroit,MI,DET,BOS,119,113,401809961,Boston Celtics at Detroit Pistons,2025-10-26T19:30Z,58,ESPN BET,DET -2.5,227.5,-2.5,-135.0,115.0,-2.5,2.5,-3.5,3.5,227.5,227.5,227.5,-135.0,115.0,0.574468085106383,0.46511627906976744,0.552594002855783,0.447405997144217
0022500107,10/26/2025 00:00:00,2025-10-26 22:00:00+00:00,20251026,20251026/MILCLE,Rocket Arena,Cleveland,OH,CLE,MIL,118,113,401809962,Milwaukee Bucks at Cleveland Cavaliers,2025-10-26T22:00Z,58,ESPN BET,CLE -6.5,233.5,-6.5,-240.0,200.0,-6.5,6.5,-6.5,6.5,233.5,236.5,233.5,-240.0,200.0,0.7058823529411765,0.3333333333333333,0.6792452830188679,0.32075471698113206
