game_date,bref_id,team,opponent,player_name,is_home
2021-10-22,202110220ORL,ORL,NYK,Wendell Carter Jr.,True
2021-10-22,202110220ORL,NYK,ORL,Julius Randle,False
2021-10-22,202110220ORL,NYK,ORL,Mitchell Robinson,False
2021-10-22,202110220ORL,NYK,ORL,Evan Fournier,False
2021-10-22,202110220ORL,NYK,ORL,RJ Barrett,False
2021-10-22,202110220ORL,NYK,ORL,Kemba Walker,False
2021-10-22,202110220PHI,PHI,BKN,Tobias Harris,True
2021-10-22,202110220PHI,PHI,BKN,Tyrese Maxey,True
2021-10-22,202110220PHI,PHI,BKN,Seth Curry,True
2021-10-22,202110220PHI,PHI,BKN,Joel Embiid,True
2021-10-22,202110220PHI,PHI,BKN,Danny Green,True
2021-10-22,202110220PHI,BKN,PHI,James Harden,False
2021-10-22,202110220PHI,BKN,PHI,Kevin Durant,False
2021-10-22,202110220PHI,BKN,PHI,Joe Harris,False
2021-10-22,202110220PHI,BKN,PHI,Blake Griffin,False
2021-10-22,202110220PHI,BKN,PHI,Nic Claxton,False
2021-10-22,202110220SAC,SAC,UTA,Harrison Barnes,True
2021-10-22,202110220SAC,SAC,UTA,De'Aaron Fox,True
2021-10-22,202110220SAC,SAC,UTA,Tyrese Haliburton,True
2021-10-22,202110220SAC,SAC,UTA,Terence Davis,True
2021-10-22,202110220SAC,SAC,UTA,Richaun Holmes,True
2021-10-22,202110220SAC,UTA,SAC,Donovan Mitchell,False
2021-10-22,202110220SAC,UTA,SAC,Bojan BogdanoviÄ,False
2021-10-22,202110220SAC,UTA,SAC,Royce O'Neale,False
2021-10-22,202110220SAC,UTA,SAC,Rudy Gobert,False
2021-10-22,202110220SAC,UTA,SAC,Mike Conley,False
2021-10-22,202110220WAS,WAS,IND,Kyle Kuzma,True
2021-10-22,202110220WAS,WAS,IND,Kentavious Caldwell-Pope,True
2021-10-22,202110220WAS,WAS,IND,Spencer Dinwiddie,True
2021-10-22,202110220WAS,WAS,IND,Aaron Holiday,True
2021-10-22,202110220WAS,WAS,IND,Daniel Gafford,True
2021-10-22,202110220WAS,IND,WAS,Chris Duarte,False
2021-10-22,202110220WAS,IND,WAS,Malcolm Brogdon,False
2021-10-22,202110220WAS,IND,WAS,Myles Turner,False
2021-10-22,202110220WAS,IND,WAS,Domantas Sabonis,False
2021-10-22,202110220WAS,IND,WAS,Justin Holiday,False
2021-10-23,202110230CHI,CHI,DET,Lonzo Ball,True
2021-10-23,202110230CHI,CHI,DET,DeMar DeRozan,True
2021-10-23,202110230CHI,CHI,DET,Nikola VuÄeviÄ,True
2021-10-23,202110230CHI,CHI,DET,Zach LaVine,True
2021-10-23,202110230CHI,CHI,DET,Patrick Williams,True
2021-10-23,202110230CHI,DET,CHI,Saddiq Bey,False
2021-10-23,202110230CHI,DET,CHI,Jerami Grant,False
2021-10-23,202110230CHI,DET,CHI,Isaiah Stewart,False
2021-10-23,202110230CHI,DET,CHI,Frank Jackson,False
2021-10-23,202110230CHI,DET,CHI,Killian Hayes,False
2021-10-23,202110230CLE,CLE,ATL,Evan Mobley,True
2021-10-23,202110230CLE,CLE,ATL,Ricky Rubio,True
2021-10-23,202110230CLE,CLE,ATL,Jarrett Allen,True
2021-10-23,202110230CLE,CLE,ATL,Lauri Markkanen,True
2021-10-23,202110230CLE,CLE,ATL,Collin Sexton,True
2021-10-23,202110230CLE,ATL,CLE,Trae Young,False
2021-10-23,202110230CLE,ATL,CLE,De'Andre Hunter,False
2021-10-23,202110230CLE,ATL,CLE,Clint Capela,False
2021-10-23,202110230CLE,ATL,CLE,Bogdan BogdanoviÄ,False
2021-10-23,202110230CLE,ATL,CLE,John Collins,False
2021-10-23,202110230IND,IND,MIA,Domantas Sabonis,True
2021-10-23,202110230IND,IND,MIA,Chris Duarte,True
2021-10-23,202110230IND,IND,MIA,Malcolm Brogdon,True
2021-10-23,202110230IND,IND,MIA,Justin Holiday,True
2021-10-23,202110230IND,IND,MIA,Myles Turner,True
2021-10-23,202110230IND,MIA,IND,Jimmy Butler,False
2021-10-23,202110230IND,MIA,IND,Bam Adebayo,False
2021-10-23,202110230IND,MIA,IND,Duncan Robinson,False
2021-10-23,202110230IND,MIA,IND,P.J. Tucker,False
2021-10-23,202110230IND,MIA,IND,Gabe Vincent,False
2021-10-23,202110230LAC,LAC,MEM,Reggie Jackson,True
2021-10-23,202110230LAC,LAC,MEM,Paul George,True
2021-10-23,202110230LAC,LAC,MEM,Eric Bledsoe,True
2021-10-23,202110230LAC,LAC,MEM,Marcus Morris,True
2021-10-23,202110230LAC,LAC,MEM,Ivica Zubac,True
2021-10-23,202110230LAC,MEM,LAC,Ja Morant,False
2021-10-23,202110230LAC,MEM,LAC,De'Anthony Melton,False
2021-10-23,202110230LAC,MEM,LAC,Jaren Jackson Jr.,False
2021-10-23,202110230LAC,MEM,LAC,Desmond Bane,False
2021-10-23,202110230LAC,MEM,LAC,Steven Adams,False
2021-10-23,202110230MIN,MIN,NOP,Anthony Edwards,True
2021-10-23,202110230MIN,MIN,NOP,D'Angelo Russell,True
2021-10-23,202110230MIN,MIN,NOP,Karl-Anthony Towns,True
2021-10-23,202110230MIN,MIN,NOP,Jaden McDaniels,True
2021-10-23,202110230MIN,MIN,NOP,Josh Okogie,True
2021-10-23,202110230MIN,NOP,MIN,Brandon Ingram,False
2021-10-23,202110230MIN,NOP,MIN,Jonas ValanÄiÅ«nas,False
2021-10-23,202110230MIN,NOP,MIN,Nickeil Alexander-Walker,False
2021-10-23,202110230MIN,NOP,MIN,Devonte' Graham,False
2021-10-23,202110230MIN,NOP,MIN,Herbert Jones,False
2021-10-23,202110230POR,POR,PHX,CJ McCollum,True
2021-10-23,202110230POR,POR,PHX,Robert Covington,True
2021-10-23,202110230POR,POR,PHX,Jusuf NurkiÄ,True
2021-10-23,202110230POR,POR,PHX,Damian Lillard,True
2021-10-23,202110230POR,POR,PHX,Norman Powell,True
2021-10-23,202110230POR,PHX,POR,Devin Booker,False
2021-10-23,202110230POR,PHX,POR,Deandre Ayton,False
2021-10-23,202110230POR,PHX,POR,Mikal Bridges,False
2021-10-23,202110230POR,PHX,POR,Chris Paul,False
2021-10-23,202110230POR,PHX,POR,Jae Crowder,False
2021-10-23,202110230SAS,SAS,MIL,Jakob Poeltl,True
2021-10-23,202110230SAS,SAS,MIL,Dejounte Murray,True
2021-10-23,202110230SAS,SAS,MIL,Doug McDermott,True
2021-10-23,202110230SAS,SAS,MIL,Derrick White,True
2021-10-23,202110230SAS,SAS,MIL,Keldon Johnson,True
2021-10-23,202110230SAS,MIL,SAS,Pat Connaughton,False
2021-10-23,202110230SAS,MIL,SAS,Khris Middleton,False
2021-10-23,202110230SAS,MIL,SAS,Giannis Antetokounmpo,False
2021-10-23,202110230SAS,MIL,SAS,Grayson Allen,False
2021-10-23,202110230SAS,MIL,SAS,Jrue Holiday,False
2021-10-23,202110230TOR,TOR,DAL,Fred VanVleet,True
2021-10-23,202110230TOR,TOR,DAL,Gary Trent Jr.,True
2021-10-23,202110230TOR,TOR,DAL,Precious Achiuwa,True
2021-10-23,202110230TOR,TOR,DAL,OG Anunoby,True
2021-10-23,202110230TOR,TOR,DAL,Scottie Barnes,True
2021-10-23,202110230TOR,DAL,TOR,Luka DonÄiÄ,False
2021-10-23,202110230TOR,DAL,TOR,Tim Hardaway Jr.,False
2021-10-23,202110230TOR,DAL,TOR,Dorian Finney-Smith,False
2021-10-23,202110230TOR,DAL,TOR,Kristaps PorziÅÄ£is,False
2021-10-23,202110230TOR,DAL,TOR,Dwight Powell,False
2021-10-24,202110240BRK,BKN,CHA,Kevin Durant,True
2021-10-24,202110240BRK,BKN,CHA,James Harden,True
2021-10-24,202110240BRK,BKN,CHA,Joe Harris,True
2021-10-24,202110240BRK,BKN,CHA,Jevon Carter,True
2021-10-24,202110240BRK,BKN,CHA,Nic Claxton,True
2021-10-24,202110240BRK,CHA,BKN,Miles Bridges,False
2021-10-24,202110240BRK,CHA,BKN,Gordon Hayward,False
2021-10-24,202110240BRK,CHA,BKN,Mason Plumlee,False
2021-10-24,202110240BRK,CHA,BKN,LaMelo Ball,False
2021-10-24,202110240BRK,CHA,BKN,Kelly Oubre Jr.,False
2021-10-24,202110240HOU,HOU,BOS,Kevin Porter Jr.,True
2021-10-24,202110240HOU,HOU,BOS,Jalen Green,True
2021-10-24,202110240HOU,HOU,BOS,Christian Wood,True
2021-10-24,202110240HOU,HOU,BOS,Jae'Sean Tate,True
2021-10-24,202110240HOU,HOU,BOS,Daniel Theis,True
2021-10-24,202110240HOU,BOS,HOU,Jayson Tatum,False
2021-10-24,202110240HOU,BOS,HOU,Marcus Smart,False
2021-10-24,202110240HOU,BOS,HOU,Dennis SchrÃ¶der,False
2021-10-24,202110240HOU,BOS,HOU,Al Horford,False
2021-10-24,202110240HOU,BOS,HOU,Robert Williams,False
2021-10-24,202110240LAL,LAL,MEM,LeBron James,True
2021-10-24,202110240LAL,LAL,MEM,Russell Westbrook,True
2021-10-24,202110240LAL,LAL,MEM,Anthony Davis,True
2021-10-24,202110240LAL,LAL,MEM,Kent Bazemore,True
2021-10-24,202110240LAL,LAL,MEM,DeAndre Jordan,True
2021-10-24,202110240LAL,MEM,LAL,Ja Morant,False
2021-10-24,202110240LAL,MEM,LAL,Steven Adams,False
2021-10-24,202110240LAL,MEM,LAL,Desmond Bane,False
2021-10-24,202110240LAL,MEM,LAL,De'Anthony Melton,False
2021-10-24,202110240LAL,MEM,LAL,Jaren Jackson Jr.,False
2021-10-24,202110240NYK,NYK,ORL,Julius Randle,True
2021-10-24,202110240NYK,NYK,ORL,Mitchell Robinson,True
2021-10-24,202110240NYK,NYK,ORL,RJ Barrett,True
2021-10-24,202110240NYK,NYK,ORL,Evan Fournier,True
2021-10-24,202110240NYK,NYK,ORL,Kemba Walker,True
2021-10-24,202110240NYK,ORL,NYK,Franz Wagner,False
2021-10-24,202110240NYK,ORL,NYK,Cole Anthony,False
2021-10-24,202110240NYK,ORL,NYK,Mo Bamba,False
2021-10-24,202110240NYK,ORL,NYK,Wendell Carter Jr.,False
2021-10-24,202110240NYK,ORL,NYK,Jalen Suggs,False
2021-10-24,202110240OKC,OKC,PHI,Shai Gilgeous-Alexander,True
2021-10-24,202110240OKC,OKC,PHI,Luguentz Dort,True
2021-10-24,202110240OKC,OKC,PHI,Josh Giddey,True
2021-10-24,202110240OKC,OKC,PHI,Darius Bazley,True
2021-10-24,202110240OKC,OKC,PHI,Derrick Favors,True
2021-10-24,202110240OKC,PHI,OKC,Seth Curry,False
2021-10-24,202110240OKC,PHI,OKC,Tyrese Maxey,False
2021-10-24,202110240OKC,PHI,OKC,Joel Embiid,False
2021-10-24,202110240OKC,PHI,OKC,Tobias Harris,False
2021-10-24,202110240OKC,PHI,OKC,Danny Green,False
2021-10-24,202110240SAC,SAC,GSW,Harrison Barnes,True
2021-10-24,202110240SAC,SAC,GSW,De'Aaron Fox,True
2021-10-24,202110240SAC,SAC,GSW,Richaun Holmes,True
2021-10-24,202110240SAC,SAC,GSW,Tyrese Haliburton,True
2021-10-24,202110240SAC,SAC,GSW,Maurice Harkless,True
2021-10-24,202110240SAC,GSW,SAC,Stephen Curry,False
2021-10-24,202110240SAC,GSW,SAC,Draymond Green,False
2021-10-24,202110240SAC,GSW,SAC,Jordan Poole,False
2021-10-24,202110240SAC,GSW,SAC,Andrew Wiggins,False
2021-10-24,202110240SAC,GSW,SAC,Kevon Looney,False
2021-10-25,202110250ATL,ATL,DET,Trae Young,True
2021-10-25,202110250ATL,ATL,DET,Kevin Huerter,True
2021-10-25,202110250ATL,ATL,DET,Clint Capela,True
2021-10-25,202110250ATL,ATL,DET,Bogdan BogdanoviÄ,True
2021-10-25,202110250ATL,ATL,DET,John Collins,True
2021-10-25,202110250ATL,DET,ATL,Saddiq Bey,False
2021-10-25,202110250ATL,DET,ATL,Josh Jackson,False
2021-10-25,202110250ATL,DET,ATL,Kelly Olynyk,False
2021-10-25,202110250ATL,DET,ATL,Isaiah Stewart,False
2021-10-25,202110250ATL,DET,ATL,Killian Hayes,False
2021-10-25,202110250BRK,BKN,WAS,Kevin Durant,True
2021-10-25,202110250BRK,BKN,WAS,James Harden,True
2021-10-25,202110250BRK,BKN,WAS,Joe Harris,True
2021-10-25,202110250BRK,BKN,WAS,Bruce Brown,True
2021-10-25,202110250BRK,BKN,WAS,Blake Griffin,True
2021-10-25,202110250BRK,WAS,BKN,Bradley Beal,False
2021-10-25,202110250BRK,WAS,BKN,Kyle Kuzma,False
2021-10-25,202110250BRK,WAS,BKN,Spencer Dinwiddie,False
2021-10-25,202110250BRK,WAS,BKN,Kentavious Caldwell-Pope,False
2021-10-25,202110250BRK,WAS,BKN,Daniel Gafford,False
2021-10-25,202110250CHO,CHA,BOS,Kelly Oubre Jr.,True
2021-10-25,202110250CHO,CHA,BOS,Miles Bridges,True
2021-10-25,202110250CHO,CHA,BOS,Gordon Hayward,True
2021-10-25,202110250CHO,CHA,BOS,Mason Plumlee,True
2021-10-25,202110250CHO,CHA,BOS,LaMelo Ball,True
2021-10-25,202110250CHO,BOS,CHA,Jayson Tatum,False
