game_date,bref_id,team,opponent,player_name,is_home
2025-10-21,202510210LAL,LAL,GSW,Luka DonÄiÄ,True
2025-10-21,202510210LAL,LAL,GSW,Austin Reaves,True
2025-10-21,202510210LAL,LAL,GSW,Rui Hachimura,True
2025-10-21,202510210LAL,LAL,GSW,Deandre Ayton,True
2025-10-21,202510210LAL,LAL,GSW,Gabe Vincent,True
2025-10-21,202510210LAL,GSW,LAL,Jimmy Butler,False
2025-10-21,202510210LAL,GSW,LAL,Jonathan Kuminga,False
2025-10-21,202510210LAL,GSW,LAL,Brandin Podziemski,False
2025-10-21,202510210LAL,GSW,LAL,Stephen Curry,False
2025-10-21,202510210LAL,GSW,LAL,Draymond Green,False
2025-10-21,202510210OKC,OKC,HOU,Shai Gilgeous-Alexander,True
2025-10-21,202510210OKC,OKC,HOU,Luguentz Dort,True
2025-10-21,202510210OKC,OKC,HOU,Cason Wallace,True
2025-10-21,202510210OKC,OKC,HOU,Chet Holmgren,True
2025-10-21,202510210OKC,OKC,HOU,Isaiah Hartenstein,True
2025-10-21,202510210OKC,HOU,OKC,Alperen ÅengÃ¼n,False
2025-10-21,202510210OKC,HOU,OKC,Kevin Durant,False
2025-10-21,202510210OKC,HOU,OKC,Jabari Smith Jr.,False
2025-10-21,202510210OKC,HOU,OKC,Amen Thompson,False
2025-10-21,202510210OKC,HOU,OKC,Steven Adams,False
2025-10-22,202510220ATL,ATL,TOR,Jalen Johnson,True
2025-10-22,202510220ATL,ATL,TOR,Trae Young,True
2025-10-22,202510220ATL,ATL,TOR,Kristaps PorziÅÄ£is,True
2025-10-22,202510220ATL,ATL,TOR,Dyson Daniels,True
2025-10-22,202510220ATL,ATL,TOR,Zaccharie Risacher,True
2025-10-22,202510220ATL,TOR,ATL,Scottie Barnes,False
2025-10-22,202510220ATL,TOR,ATL,RJ Barrett,False
2025-10-22,202510220ATL,TOR,ATL,Immanuel Quickley,False
2025-10-22,202510220ATL,TOR,ATL,Brandon Ingram,False
2025-10-22,202510220ATL,TOR,ATL,Jakob Poeltl,False
2025-10-22,202510220BOS,BOS,PHI,Payton Pritchard,True
2025-10-22,202510220BOS,BOS,PHI,Jaylen Brown,True
2025-10-22,202510220BOS,BOS,PHI,Derrick White,True
2025-10-22,202510220BOS,BOS,PHI,Neemias Queta,True
2025-10-22,202510220BOS,BOS,PHI,Sam Hauser,True
2025-10-22,202510220BOS,PHI,BOS,VJ Edgecombe,False
2025-10-22,202510220BOS,PHI,BOS,Tyrese Maxey,False
2025-10-22,202510220BOS,PHI,BOS,Dominick Barlow,False
2025-10-22,202510220BOS,PHI,BOS,Kelly Oubre Jr.,False
2025-10-22,202510220BOS,PHI,BOS,Joel Embiid,False
2025-10-22,202510220CHI,CHI,DET,Matas Buzelis,True
2025-10-22,202510220CHI,CHI,DET,Nikola VuÄeviÄ,True
2025-10-22,202510220CHI,CHI,DET,Tre Jones,True
2025-10-22,202510220CHI,CHI,DET,Josh Giddey,True
2025-10-22,202510220CHI,CHI,DET,Isaac Okoro,True
2025-10-22,202510220CHI,DET,CHI,Tobias Harris,False
2025-10-22,202510220CHI,DET,CHI,Cade Cunningham,False
2025-10-22,202510220CHI,DET,CHI,Ausar Thompson,False
2025-10-22,202510220CHI,DET,CHI,Duncan Robinson,False
2025-10-22,202510220CHI,DET,CHI,Jalen Duren,False
2025-10-22,202510220CHO,CHA,BKN,LaMelo Ball,True
2025-10-22,202510220CHO,CHA,BKN,Miles Bridges,True
2025-10-22,202510220CHO,CHA,BKN,Brandon Miller,True
2025-10-22,202510220CHO,CHA,BKN,Ryan Kalkbrenner,True
2025-10-22,202510220CHO,CHA,BKN,Kon Knueppel,True
2025-10-22,202510220CHO,BKN,CHA,Michael Porter Jr.,False
2025-10-22,202510220CHO,BKN,CHA,Cam Thomas,False
2025-10-22,202510220CHO,BKN,CHA,Nic Claxton,False
2025-10-22,202510220CHO,BKN,CHA,Ben Saraf,False
2025-10-22,202510220CHO,BKN,CHA,Terance Mann,False
2025-10-22,202510220DAL,DAL,SAS,Anthony Davis,True
2025-10-22,202510220DAL,DAL,SAS,Cooper Flagg,True
2025-10-22,202510220DAL,DAL,SAS,P.J. Washington,True
2025-10-22,202510220DAL,DAL,SAS,Klay Thompson,True
2025-10-22,202510220DAL,DAL,SAS,Dereck Lively II,True
2025-10-22,202510220DAL,SAS,DAL,Devin Vassell,False
2025-10-22,202510220DAL,SAS,DAL,Harrison Barnes,False
2025-10-22,202510220DAL,SAS,DAL,Victor Wembanyama,False
2025-10-22,202510220DAL,SAS,DAL,Stephon Castle,False
2025-10-22,202510220DAL,SAS,DAL,Julian Champagnie,False
2025-10-22,202510220MEM,MEM,NOP,Kentavious Caldwell-Pope,True
2025-10-22,202510220MEM,MEM,NOP,Ja Morant,True
2025-10-22,202510220MEM,MEM,NOP,Jaylen Wells,True
2025-10-22,202510220MEM,MEM,NOP,Jaren Jackson Jr.,True
2025-10-22,202510220MEM,MEM,NOP,Jock Landale,True
2025-10-22,202510220MEM,NOP,MEM,Herbert Jones,False
2025-10-22,202510220MEM,NOP,MEM,Zion Williamson,False
2025-10-22,202510220MEM,NOP,MEM,Trey Murphy III,False
2025-10-22,202510220MEM,NOP,MEM,Jordan Poole,False
